Child Age At Placement,Child Gender,Child Ethnicity,Child Prior Placements Number,Returning Child,Age Child Left Care,Carer Age,Placement Type,Missing Episodes,Placement Sequence Number,Placement Start Date,Placement End Reason,Placement Time Period (days),Number Of Carers,Carer Gender Composition,Placed With Siblings,Emergency Placement,Distance From Home (miles),Placement Planning Meeting,Reason For Leaving Care,Sibling Group Size,Previous Care History,Age Child Came Into Care,Residential Home Type,Carer Ethnicity Or Religion,Carer Type,EH involvement,Siblings In EH,YOT involvement
11,Male,White - Eastern European,0,TRUE,14,52,Fostering - Short Term,3,1,05/04/2025 00:00,Allegation (S47),119,1,Female,TRUE,TRUE,4.37,FALSE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Dual Heritage - Black/White,Short Term Foster,FALSE,TRUE,TRUE
16,Trans Male,White - British,0,TRUE,18,37,Fostering - Short Term,2,1,12/03/2023 00:00,Allegation (S47),79,1,Female,TRUE,TRUE,18.81,TRUE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Chinese,Short Term Foster,TRUE,FALSE,FALSE
10,Female,White - British,0,FALSE,18,38,Kinship,1,1,20/09/2024 00:00,N/A,6,1,Trans Female,TRUE,FALSE,4.5,TRUE,N/A,8,N/A,0,including Mainstream,Asian/British Asian - Indian,Kinship,FALSE,FALSE,FALSE
8,Male,White - British,0,TRUE,9,44,Fostering - Short Term,4,1,12/03/2022 00:00,Carer requests placement end due to child's behaviour,170,1,Male,FALSE,FALSE,1.29,FALSE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Kinship,TRUE,FALSE,FALSE
14,Male,Asian/British Asian - Indian,0,TRUE,15,60,Kinship,4,1,01/10/2024 00:00,Planned move to long-term fostering,460,1,Female,TRUE,TRUE,4.48,FALSE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,White - Other,Kinship,TRUE,FALSE,FALSE
1,Non binary,Asian/British Asian - Pakistani,0,FALSE,17,43,Kinship,2,1,03/11/2024 00:00,N/A,92,1,Female,TRUE,FALSE,3.28,FALSE,N/A,1,N/A,0,including Mainstream,Traveller of Irish Heritage,Kinship,TRUE,FALSE,TRUE
13,Female,White - British,0,TRUE,15,58,Fostering - Short Term,5,1,03/07/2023 00:00,Approval removed,908,1,Female,TRUE,FALSE,43.07,TRUE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - African,Residential,TRUE,TRUE,TRUE
3,Trans Female,White - British,0,TRUE,11,32,Fostering - Short Term,4,1,29/03/2023 00:00,Approval removed,401,1,Non binary,TRUE,TRUE,2.3,FALSE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,White - Eastern European,Kinship,TRUE,FALSE,TRUE
14,Male,Mixed - White/Black African,0,FALSE,18,55,Special Guardianship,6,1,23/02/2022 00:00,N/A,1,1,Trans Male,TRUE,FALSE,2.29,TRUE,N/A,7,N/A,0,including Mainstream,Roma,Special Guardianship,FALSE,FALSE,FALSE
4,Non binary,Asian/British Asian - Pakistani,0,TRUE,17,64,Kinship,2,1,06/09/2024 00:00,Planned move to long-term fostering,271,1,Male,TRUE,TRUE,4.86,FALSE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Kinship,TRUE,FALSE,FALSE
14,Female,White - British,0,TRUE,17,62,Fostering - Short Term,5,1,19/03/2025 00:00,Approval removed,2,1,Female,TRUE,TRUE,19.95,TRUE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - Other,Short Term Foster,TRUE,TRUE,TRUE
7,Female,Asian/British Asian - Other,0,TRUE,9,65,Fostering - Short Term,6,1,03/09/2022 00:00,Carer requests placement end due to child's behaviour,586,1,Male,TRUE,TRUE,0.48,TRUE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Pakistani,Kinship,FALSE,FALSE,TRUE
1,Male,White - British,0,TRUE,12,31,Fostering - Short Term,7,1,09/09/2022 00:00,Carer requests placement end due to child's behaviour,885,1,Female,TRUE,TRUE,1.81,TRUE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,Roma,Short Term Foster,FALSE,TRUE,FALSE
8,Trans Female,White - British,0,TRUE,13,27,Fostering - Short Term,6,1,16/02/2025 00:00,Carer requests placement end due to child's behaviour,158,1,Non binary,TRUE,TRUE,1.16,TRUE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - Other,Kinship,FALSE,TRUE,FALSE
5,Male,White - British,0,FALSE,13,41,Fostering - Short Term,6,1,15/07/2023 00:00,N/A,93,1,Female,TRUE,TRUE,15.75,TRUE,N/A,6,N/A,0,including Mainstream,White - British,Short Term Foster,TRUE,TRUE,TRUE
7,Trans Male,Asian/British Asian - Pakistani,0,FALSE,17,57,Fostering - Short Term,0,1,20/03/2024 00:00,N/A,105,1,Male,TRUE,FALSE,8.66,TRUE,N/A,5,N/A,0,including Mainstream,Asian/British Asian - Bangladeshi,Short Term Foster,TRUE,FALSE,FALSE
8,Trans Male,Asian/British Asian - Pakistani,0,FALSE,9,50,Fostering - Short Term,6,1,25/07/2022 00:00,N/A,108,1,Female,TRUE,TRUE,3.52,TRUE,N/A,4,N/A,0,including Mainstream,Asian/British Asian - Bangladeshi,Short Term Foster,TRUE,TRUE,TRUE
12,Male,Asian/British Asian - Pakistani,0,TRUE,15,55,Kinship,5,1,05/02/2025 00:00,Child requests placement end,448,1,Female,TRUE,FALSE,0.52,TRUE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - Other,Kinship,FALSE,FALSE,FALSE
14,Female,White - British,0,TRUE,18,26,Kinship,4,1,19/05/2024 00:00,Allegation (S47),162,1,Male,TRUE,TRUE,38.38,FALSE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Residential,FALSE,TRUE,FALSE
14,Male,Asian/British Asian - Pakistani,0,FALSE,15,51,Kinship,2,1,23/04/2024 00:00,N/A,656,1,Female,TRUE,TRUE,3.29,TRUE,N/A,1,N/A,0,including Mainstream,Asian/British Asian - Indian,Kinship,TRUE,FALSE,FALSE
8,Trans Male,White - British,0,TRUE,10,31,Kinship,1,1,03/05/2022 00:00,Allegation (S47),187,1,Female,TRUE,TRUE,0.74,FALSE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Dual Heritage - Black/White,Kinship,FALSE,FALSE,TRUE
13,Male,White - British,0,TRUE,16,62,Fostering - Short Term,0,1,22/11/2023 00:00,Approval removed,274,1,Trans Female,TRUE,TRUE,5.67,TRUE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,White - Central European,Emergency Foster,TRUE,FALSE,TRUE
17,Female,White - British,0,FALSE,18,51,Kinship,6,1,23/06/2024 00:00,N/A,877,1,Trans Female,TRUE,TRUE,1.22,FALSE,N/A,5,N/A,0,including Mainstream,Black/Black British - Other,Kinship,TRUE,FALSE,FALSE
1,Non binary,White - Eastern European,0,FALSE,5,36,Kinship,5,1,23/03/2025 00:00,N/A,572,1,Trans Female,TRUE,TRUE,2.29,TRUE,N/A,5,N/A,0,including Mainstream,Mixed - White/Black Caribbean,Kinship,TRUE,TRUE,TRUE
9,Male,White - British,0,FALSE,18,60,Kinship,0,1,28/08/2024 00:00,N/A,992,1,Male,TRUE,TRUE,3.56,TRUE,N/A,3,N/A,0,including Mainstream,Black/Black British - African,Kinship,FALSE,TRUE,TRUE
7,Female,Asian/British Asian - Pakistani,0,TRUE,17,46,Fostering - Short Term,0,1,17/08/2025 00:00,Carer requests placement end due to child's behaviour,405,1,Trans Male,TRUE,TRUE,19.33,TRUE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Chinese,Short Term Foster,TRUE,FALSE,FALSE
8,Female,White - British,0,TRUE,12,52,Kinship,4,1,04/02/2023 00:00,Allegation (S47),154,1,Female,TRUE,TRUE,2.06,FALSE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,White - Other,Kinship,TRUE,FALSE,TRUE
1,Female,White - Central European,0,TRUE,14,47,Special Guardianship,4,1,03/04/2025 00:00,Child requests placement end,49,1,Trans Male,TRUE,TRUE,4.03,TRUE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Gypsy,Special Guardianship,TRUE,FALSE,FALSE
11,Non binary,Mixed - Other,0,TRUE,18,33,Fostering - Short Term,3,1,05/12/2023 00:00,Child requests placement end,47,1,Trans Female,TRUE,FALSE,13.02,TRUE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Short Term Foster,FALSE,FALSE,TRUE
17,Male,White - Central European,0,FALSE,18,71,Kinship,4,1,31/12/2022 00:00,N/A,484,1,Trans Female,TRUE,TRUE,1.88,FALSE,N/A,3,N/A,0,including Mainstream,Traveller - Other,Kinship,FALSE,TRUE,FALSE
14,Male,Asian/British Asian - Pakistani,0,TRUE,16,53,Fostering - Short Term,2,1,04/01/2025 00:00,Approval removed,531,1,Male,TRUE,TRUE,3.12,FALSE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Gypsy,Kinship,FALSE,FALSE,FALSE
6,Female,White - Eastern European,0,TRUE,10,48,Fostering - Short Term,7,1,07/04/2024 00:00,Approval removed,55,1,Male,TRUE,TRUE,1.04,TRUE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Black African,Kinship,FALSE,TRUE,TRUE
0,Male,White - Other,0,FALSE,4,49,Kinship,0,1,04/05/2022 00:00,N/A,413,1,Trans Male,TRUE,TRUE,4.79,FALSE,N/A,2,N/A,0,including Mainstream,Asian/British Asian - Bangladeshi,Kinship,TRUE,TRUE,TRUE
3,Male,White - British,0,TRUE,8,44,Kinship,2,1,12/01/2024 00:00,Allegation (S47),1,1,Female,TRUE,FALSE,5.85,TRUE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Long Term Foster,FALSE,FALSE,FALSE
9,Female,Asian/British Asian - Other,0,TRUE,14,29,Fostering - Short Term,7,1,02/12/2023 00:00,Child requests placement end,46,1,Female,FALSE,TRUE,18.27,TRUE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,White - Irish,Short Term Foster,TRUE,FALSE,TRUE
16,Trans Female,White - British,0,FALSE,17,75,Kinship,5,1,20/12/2024 00:00,N/A,7,1,Female,TRUE,TRUE,3.35,FALSE,N/A,8,N/A,0,including Mainstream,Asian/British Asian - Bangladeshi,Kinship,FALSE,TRUE,FALSE
8,Trans Male,White - British,0,FALSE,16,30,Kinship,2,1,17/05/2024 00:00,N/A,376,1,Non binary,TRUE,TRUE,0.84,FALSE,N/A,3,N/A,0,including Mainstream,Black/Black British - African,Kinship,TRUE,FALSE,TRUE
5,Female,White - British,0,TRUE,6,47,Kinship,3,1,29/01/2025 00:00,Child requests placement end,947,1,Trans Male,TRUE,TRUE,1.07,TRUE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Traveller - Other,Kinship,TRUE,FALSE,TRUE
10,Female,White - Other,0,FALSE,16,44,Fostering - Emergency,2,1,08/03/2024 00:00,N/A,447,1,Female,TRUE,FALSE,16.18,FALSE,N/A,4,N/A,0,including Mainstream,Other Ethnic Group,Emergency Foster,FALSE,TRUE,FALSE
0,Male,White - British,0,FALSE,3,73,Fostering - Short Term,7,1,04/03/2022 00:00,N/A,86,1,Female,TRUE,FALSE,17.05,FALSE,N/A,2,N/A,0,including Mainstream,White - Eastern European,Short Term Foster,TRUE,FALSE,TRUE
0,Trans Male,White - Other,0,TRUE,8,46,Fostering - Short Term,6,1,07/12/2022 00:00,Approval removed,907,1,Female,TRUE,FALSE,57.02,FALSE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Gypsy / Roma,Residential,FALSE,TRUE,TRUE
3,Trans Male,White - British,0,TRUE,17,31,Fostering - Short Term,0,1,28/07/2024 00:00,Child requests placement end,179,1,Trans Female,FALSE,TRUE,1.84,FALSE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,White - Irish,Short Term Foster,TRUE,FALSE,TRUE
7,Female,White - British,0,FALSE,9,28,Residential,4,1,26/01/2024 00:00,N/A,121,1,Female,TRUE,TRUE,54.59,FALSE,N/A,1,N/A,0,including Mainstream,White - Other,Residential,FALSE,FALSE,TRUE
5,Non binary,White - Central European,0,FALSE,10,35,Kinship,6,1,14/01/2023 00:00,N/A,316,1,Male,TRUE,FALSE,2.95,FALSE,N/A,4,N/A,0,including Mainstream,Other Ethnic Group,Kinship,TRUE,TRUE,TRUE
14,Male,Asian/British Asian - Pakistani,0,TRUE,16,33,Kinship,3,1,20/11/2023 00:00,Child requests placement end,850,1,Trans Female,TRUE,FALSE,1.01,TRUE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,White - Irish,Kinship,FALSE,TRUE,FALSE
14,Trans Male,White - British,0,FALSE,17,72,Kinship,7,1,15/04/2023 00:00,N/A,882,1,Non binary,TRUE,FALSE,2.02,FALSE,N/A,8,N/A,0,including Mainstream,Asian/British Asian - Pakistani,Kinship,FALSE,TRUE,FALSE
16,Female,White - British,0,TRUE,18,35,Fostering - Short Term,7,1,13/06/2025 00:00,Carer requests placement end due to child's behaviour,752,1,Non binary,TRUE,TRUE,7.19,TRUE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Special Guardianship,FALSE,FALSE,FALSE
14,Male,White - British,0,FALSE,16,42,Kinship,0,1,03/05/2023 00:00,N/A,385,1,Trans Female,FALSE,FALSE,3.61,FALSE,N/A,1,N/A,0,including Mainstream,Mixed - White/Black African,Kinship,FALSE,FALSE,TRUE
3,Non binary,White - British,0,FALSE,4,30,Kinship,6,1,06/06/2023 00:00,N/A,156,1,Trans Female,FALSE,TRUE,1.57,TRUE,N/A,0,N/A,0,including Mainstream,Asian/British Asian - Chinese,Kinship,TRUE,FALSE,TRUE
10,Female,White - British,0,TRUE,18,69,Fostering - Short Term,1,1,12/06/2022 00:00,Carer requests placement end due to child's behaviour,686,1,Male,TRUE,TRUE,2.48,FALSE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Black Caribbean,Kinship,TRUE,FALSE,TRUE
7,Male,White - British,0,FALSE,12,70,Kinship,4,1,10/06/2025 00:00,N/A,473,1,Trans Male,TRUE,FALSE,1.1,TRUE,N/A,2,N/A,0,including Mainstream,Mixed - White/Asian,Kinship,FALSE,TRUE,TRUE
0,Male,Black/Black British - African,0,FALSE,10,45,Kinship,4,1,04/06/2022 00:00,N/A,745,1,Male,TRUE,TRUE,0.59,FALSE,N/A,6,N/A,0,including Mainstream,Black/Black British - Caribbean,Kinship,TRUE,FALSE,TRUE
11,Male,White - British,0,TRUE,17,48,Kinship,0,1,05/06/2025 00:00,Child requests placement end,32,1,Trans Female,TRUE,TRUE,4.71,TRUE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Black African,Kinship,TRUE,TRUE,FALSE
8,Male,White - British,0,TRUE,14,31,Kinship,1,1,25/06/2025 00:00,Child requests placement end,372,1,Trans Male,TRUE,TRUE,3.22,FALSE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - African,Kinship,FALSE,TRUE,FALSE
16,Trans Male,Asian/British Asian - Indian,0,TRUE,17,65,Kinship,2,1,06/10/2024 00:00,Child requests placement end,61,1,Trans Male,TRUE,TRUE,3.97,TRUE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - African,Kinship,TRUE,TRUE,FALSE
3,Female,Asian/British Asian - Pakistani,0,TRUE,9,66,Fostering - Short Term,2,1,19/07/2023 00:00,Allegation (S47),469,1,Male,TRUE,FALSE,3.76,FALSE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Pakistani,Short Term Foster,TRUE,FALSE,FALSE
14,Trans Male,White - British,0,TRUE,16,62,Fostering - Short Term,5,1,19/08/2023 00:00,Child requests placement end,187,1,Male,TRUE,FALSE,9.29,TRUE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,Gypsy / Roma,Short Term Foster,FALSE,FALSE,FALSE
2,Male,White - British,0,TRUE,18,67,Fostering - Short Term,0,1,07/06/2023 00:00,Approval removed,539,1,Female,TRUE,TRUE,16.63,TRUE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,Dual Heritage - Black/White,Short Term Foster,FALSE,FALSE,FALSE
13,Male,Asian/British Asian - Pakistani,0,FALSE,18,32,Kinship,2,1,25/10/2023 00:00,N/A,35,1,Male,TRUE,TRUE,4.8,TRUE,N/A,7,N/A,0,including Mainstream,Black/Black British - Other,Kinship,FALSE,FALSE,FALSE
4,Non binary,White - British,0,TRUE,13,42,Fostering - Emergency,4,1,14/05/2023 00:00,Child requests placement end,686,1,Female,TRUE,TRUE,12.3,FALSE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Asian,Emergency Foster,FALSE,FALSE,TRUE
10,Female,Asian/British Asian - Pakistani,0,FALSE,16,25,Fostering - Short Term,5,1,12/07/2025 00:00,N/A,193,1,Trans Female,TRUE,TRUE,19.33,TRUE,N/A,6,N/A,0,including Mainstream,Black/Black British - Other,Short Term Foster,FALSE,TRUE,FALSE
5,Male,White - British,0,FALSE,6,59,Kinship,6,1,13/07/2024 00:00,N/A,164,1,Male,TRUE,FALSE,3.06,TRUE,N/A,3,N/A,0,including Mainstream,Asian/British Asian - Chinese,Kinship,FALSE,TRUE,TRUE
1,Female,White - British,0,TRUE,11,39,Special Guardianship,3,1,20/07/2023 00:00,Child requests placement end,998,1,Male,TRUE,FALSE,14.81,FALSE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,Gypsy,Special Guardianship,TRUE,TRUE,FALSE
6,Male,White - British,0,TRUE,14,56,Fostering - Short Term,6,1,20/05/2025 00:00,Approval removed,151,1,Trans Female,TRUE,FALSE,14.94,TRUE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,White - Eastern European,Short Term Foster,FALSE,FALSE,TRUE
2,Trans Male,Asian/British Asian - Pakistani,0,FALSE,10,75,Kinship,7,1,25/05/2022 00:00,N/A,87,1,Male,TRUE,FALSE,0.76,TRUE,N/A,4,N/A,0,including Mainstream,Mixed - White/Asian,Kinship,FALSE,TRUE,TRUE
17,Trans Male,White - British,0,FALSE,18,74,Special Guardianship,3,1,27/03/2025 00:00,N/A,474,1,Non binary,TRUE,TRUE,9.84,TRUE,N/A,2,N/A,0,including Mainstream,Asian/British Asian - Pakistani,Special Guardianship,TRUE,TRUE,TRUE
6,Female,White - British,0,TRUE,9,30,Kinship,3,1,01/09/2025 00:00,Child requests placement end,7,1,Female,TRUE,FALSE,3.72,TRUE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Kinship,FALSE,FALSE,TRUE
10,Female,Asian/British Asian - Pakistani,0,FALSE,14,65,Kinship,0,1,27/12/2023 00:00,N/A,2,1,Non binary,TRUE,TRUE,1.74,FALSE,N/A,2,N/A,0,including Mainstream,Asian/British Asian - Indian,Kinship,TRUE,FALSE,FALSE
